Task,Phrase,Concept,Concept ID,Distance,Word Distance
100. Metrology,accounting,accounting officer,AF-Accounting_Officer-26,0.0,70.37037037037037
100. Metrology,accounting,accounting officer of eit,TT-Accounting_Officer_of_EIT-28,0.0,55.88235294117647
100. Metrology,accounting,cost accounting,TT-Cost_accounting-85,0.3158977895348274,79.16666666666666
100. Metrology,accounting,finance and accounting,TT-Finance_and_accounting-85,0.38285493603262166,61.29032258064516
100. Metrology,accounting,financial accounting,TT-Financial_accounting-85,0.0,65.51724137931035
100. Metrology,accounting,management accounting,TT-Management_accounting-85,0.3106832360879268,63.33333333333333
100. Metrology,accounting measurement,clc performance measurement system,TT-CLC_Performance_Measurement_System-26,0.5393252968908395,61.81818181818181
100. Metrology,accounting measurement,co-location measurement,TT-Co_location_Measurement-26,0.22343377662966746,79.54545454545455
100. Metrology,accounting measurement,cross-kic measurement,TT-Cross_KIC_Measurement-28,0.22343377662966746,80.95238095238095
100. Metrology,accounting measurement,eit level measurement,TT-EIT_Level_Measurement-28,0.3600128496273749,71.42857142857143
100. Metrology,accounting measurement,eit performance measurement system,TT-EIT_Performance_Measurement_System-28,0.5393252968908395,50.90909090909091
100. Metrology,accounting measurement,horizon 2020 level measurement,TT-Horizon_2020_Level_Measurement-28,0.3600128496273749,64.70588235294117
100. Metrology,accounting measurement,kic performance measurement system,TT-KIC_Performance_Measurement_System-26,0.5393252968908395,61.81818181818181
100. Metrology,accounting measurement,measurement framework,TT-Measurement_Framework-127,0.22343377662966746,50.0
100. Metrology,accounting measurement,process measurement attribute,AF-Process_Measurement_Attribute-127,0.37246719901316017,57.99999999999999
100. Metrology,accounting measurement,wound measurement,TT-Wound_Measurement-91,0.22343377662966746,81.57894736842105
100. Metrology,accuracy method,baseline method,TT-Baseline_method-126,0.25905202860722076,62.06896551724138
100. Metrology,accuracy method,decision making method,TT-Decision_Making_Method-17,0.47607066492174976,63.888888888888886
100. Metrology,accuracy method,method of organizing cleaning,TT-Methods_of_organizing_cleaning-87,0.25905202860722076,25.581395348837212
100. Metrology,accuracy method,payment method,TT-Payment_method-85,0.25905202860722076,64.28571428571429
100. Metrology,accuracy method,performance appraisal method,TT-Performance_Appraisal_Method-12,0.4509961036889252,59.523809523809526
100. Metrology,accuracy method,post-training performance method,TT-Post_training_Performance_Method-13,0.5907873556697694,52.17391304347826
100. Metrology,cycle time,deming cycle,AF-Deming_ciklus-144,0.23080294446572214,42.857142857142854
100. Metrology,cycle time,grant cycle in eit,TT-Grant_Cycle_in_EIT-28,0.44100053403603023,55.55555555555556
100. Metrology,cycle time,life cycle of tourism product,TT-Life_cycle_of_tourism_product-87,0.3164023709561319,47.368421052631575
100. Metrology,cycle time,process management life cycle,TT-Folyamatmenedzsment_rendszer-142,0.45143393947559274,23.684210526315788
100. Metrology,cycle time,sales cycle,TT-Sales_cycle-78,0.23080294446572214,45.0
100. Metrology,cycle time,system development life cycle,TT-Rendszerfejlesztési_életciklus-141,0.3904507665876229,23.684210526315788
100. Metrology,installation date,acceptance criteria of solar energy system installation,TT-Acceptance_Criteria_of_Solar_Energy_System_Installation-24,0.4708898575444699,32.3943661971831
100. Metrology,installation date,air vent installation,TT-Air_Vent_Installation-24,0.21791145835806802,62.16216216216216
100. Metrology,installation date,analysis of the legal possibilities of  installation of wastewater treatment,TT-Analysis_of_the_Legal_Possibilities_of__Installation_of_Wastewater_Treatment-21,0.5253461174828721,34.78260869565217
100. Metrology,installation date,analysis of the possibility of installation and operation of sewage treatment plant,TT-Analysis_of_the_Possibility_of_Installation_and_Operation_of_Sewage_Treatment_Plant-21,0.4962648908727082,33.33333333333333
100. Metrology,installation date,analysis of the technical possibilities of installation and operation of wastewater treatment,TT-Analysis_of_the_Technical_Possibilities_of_Installation_and_Operation_of_Wastewater_Treatment-21,0.544945644636571,30.275229357798167
100. Metrology,installation date,check valves installation,TT-Check_Valves_Installation-24,0.4117709658621166,56.09756097560976
100. Metrology,installation date,circulating pump installation,TT-Circulating_Pump_Installation-24,0.43163188942433817,51.11111111111111
100. Metrology,installation date,components installation,TT-Components_Installation-25,0.21791145835806802,58.97435897435898
100. Metrology,installation date,expansion tank installation,TT-Expansion_Tank_Installation-24,0.3100860589215221,53.48837209302325
100. Metrology,installation date,fluid mixed primary circuit installation,TT-Fluid_Mixed_Primary_Circuit_Installation-24,0.5343952724007197,41.07142857142857
100. Metrology,installation date,fluid mixed thermal installation,TT-Fluid_Mixed_Thermal_Installation-24,0.44697988871669225,47.91666666666667
100. Metrology,installation date,heat exchanger installation,TT-Heat_Exchanger_Installation-25,0.21791145835806802,53.48837209302325
100. Metrology,installation date,installation design of pipes,TT-Installation_Design_of_Pipes-25,0.44697988871669225,70.45454545454545
100. Metrology,installation date,installation of collector connections,TT-Installation_of_Collector_Connections-25,0.21791145835806802,58.490566037735846
100. Metrology,installation date,integrated installation,TT-Integrated_Installation-25,0.21791145835806802,58.97435897435898
100. Metrology,installation date,integrated installation of air vents,TT-Integrated_Installation_of_Air_Vents-24,0.21791145835806802,59.61538461538461
100. Metrology,installation date,pipe installation,TT-Pipe_Installation-24,0.21791145835806802,69.6969696969697
100. Metrology,installation date,pump installation,TT-Pump_Installation-24,0.43163188942433817,69.6969696969697
100. Metrology,installation date,refrigerant installation,TT-Refrigerant_Installation-25,0.21791145835806802,57.49999999999999
100. Metrology,installation date,safety valves installation,TT-Safety_Valves_Installation-24,0.3984197966019285,54.761904761904766
100. Metrology,installation date,solar collector installation,TT-Solar_Collector_Installation-31,0.21791145835806802,52.27272727272727
100. Metrology,installation date,solar primary circuit installation,TT-Solar_Primary_Circuit_Installation-24,0.4205130816208733,46.0
100. Metrology,installation date,solar thermal energy system installation,TT-Solar_Thermal_Energy_System_Installation-32,0.3802349247328868,41.07142857142857
100. Metrology,installation date,solar thermal energy system installation test,TT-Solar_Thermal_Energy_System_Installation_Test-24,0.4909212269579769,47.540983606557376
100. Metrology,installation date,system installation,TT-System_Installation-140,0.3802349247328868,65.71428571428571
100. Metrology,local metrological authority,metrological authority,TT-Metrological_Authority-1,0.1047665898644683,87.75510204081633
100. Metrology,metrological inspection id number,metrological inspection,TT-Metrological_Inspection-1,0.31259484858924225,81.81818181818183
100. Metrology,organisation place,place,TT-Place-78,0.2417437657600685,40.909090909090914
100. Metrology,physical property,property,TT-Property-55,0.24787411805964588,62.5
100. Metrology,physical property,property value,TT-Property_Value-55,0.45340668776961834,50.0
100. Metrology,specific device type,sector-specific requirement,TT-Ágazat-specifikus_követelmény-144,0.5541446135120522,65.21739130434783
100. Metrology,specific device type,specific agreements,TT-Specific_Agreements-26,0.42215438361908875,73.68421052631578
100. Metrology,technological process,technological progress,TT-Technological_Progress-113,0.467455164150971,95.23809523809523
110.1.a Administrative return goods,correct document,checking the correct operation of soil-plant wastewater treatment plant,TT-Checking_the_Correct_Operation_of_Soil_Plant_Wastewater_Treatment_Plant-21,0.4539206133218564,32.55813953488372
110.1.a Administrative return goods,failure faulty data input,congestive heart failure,TT-Congestive_Heart_Failure-105,0.45576221304563114,27.083333333333332
110.1.a Administrative return goods,failure faulty data input,kidney failure,TT-Kidney_Failure-92,0.45576221304563114,34.21052631578947
110.1.a Administrative return goods,failure faulty data input,multiple organ failure,AF-Multiple_Organ_Failure-92,0.45576221304563114,28.26086956521739
110.1.a Administrative return goods,failure faulty data input,renal failure,AF-Renal_failure-98,0.45576221304563114,35.13513513513514
110.1.a Administrative return goods,failure faulty data input,respiratory failure,AF-Respiratory_failure-98,0.45576221304563114,30.23255813953488
110.1.b Physical Return goods handling,accounting system,360-degree feedback system,TT-360_degree_Feedback_System-12,0.2653846069861413,42.857142857142854
110.1.b Physical Return goods handling,accounting system,advanced planning system,TT-Advanced_Planning_System-125,0.551929771613931,72.5
110.1.b Physical Return goods handling,accounting system,auditory system,TT-Auditory_System-109,0.2653846069861413,67.74193548387096
110.1.b Physical Return goods handling,accounting system,auditory system symptom,TT-Auditory_System_Symptom-98,0.2653846069861413,53.84615384615385
110.1.b Physical Return goods handling,accounting system,autonomic nervous system,TT-Autonomic_Nervous_System-92,0.2653846069861413,57.49999999999999
110.1.b Physical Return goods handling,accounting system,autonomic nervous system disease,TT-Autonomic_Nervous_System_Disease-94,0.2653846069861413,47.91666666666667
110.1.b Physical Return goods handling,accounting system,cabling system,TT-Cabling_System-11,0.2653846069861413,76.66666666666667
110.1.b Physical Return goods handling,accounting system,cardiovascular system,TT-Cardiovascular_System-118,0.2653846069861413,59.45945945945946
110.1.b Physical Return goods handling,accounting system,cardiovascular system disease,TT-Cardiovascular_System_Disease-105,0.2653846069861413,48.888888888888886
110.1.b Physical Return goods handling,accounting system,cardiovascular system symptom,TT-Cardivascular_System_Symptom-98,0.2653846069861413,48.888888888888886
110.1.b Physical Return goods handling,accounting system,central nervous system,TT-Central_Nervous_System-92,0.2653846069861413,57.89473684210527
110.1.b Physical Return goods handling,accounting system,central nervous system disease,TT-Central_Nervous_System_Disease-92,0.2653846069861413,47.82608695652174
110.1.b Physical Return goods handling,accounting system,central reservation system,PL-Central_Reservation_System-6,0.2653846069861413,57.14285714285714
110.1.b Physical Return goods handling,accounting system,climate control system,TT-Climate_control_system-87,0.4459205975219116,71.05263157894737
110.1.b Physical Return goods handling,accounting system,crm system,TT-CRM_System-30,0.2653846069861413,65.38461538461539
110.1.b Physical Return goods handling,accounting system,crm system function,TT-CRM_System_Function-30,0.4848752078950317,48.57142857142857
110.1.b Physical Return goods handling,accounting system,digestive system,TT-Digestive_System-109,0.2653846069861413,75.0
110.1.b Physical Return goods handling,accounting system,digestive system disease,TT-Gastrointestinal_System_Disease-103,0.2653846069861413,60.0
110.1.b Physical Return goods handling,accounting system,digestive system symptom,TT-Digestive_System_Symptom-98,0.2653846069861413,60.0
110.1.b Physical Return goods handling,accounting system,domain naming system,TT-Domain_Naming_System-11,0.2653846069861413,72.22222222222221
110.1.b Physical Return goods handling,accounting system,domestic hot water system,TT-Domestic_Hot_Water_System-32,0.2653846069861413,58.536585365853654
110.1.b Physical Return goods handling,accounting system,endocrine system,TT-Endocrine_System-109,0.2653846069861413,68.75
110.1.b Physical Return goods handling,accounting system,endocrine system disease,TT-Endocrine_System_Disease-104,0.2653846069861413,55.00000000000001
110.1.b Physical Return goods handling,accounting system,femal genital system symptom,TT-Femal_Genital_System_Symptom-98,0.2653846069861413,56.81818181818182
110.1.b Physical Return goods handling,accounting system,female genital system,TT-Female_Genital_System-100,0.2653846069861413,67.56756756756756
110.1.b Physical Return goods handling,accounting system,food and fluid intake system symptom,TT-Food_and_Fluid_Intake_System_Symptom-98,0.2653846069861413,48.07692307692308
110.1.b Physical Return goods handling,accounting system,functional system,TT-Functional_System-30,0.2653846069861413,75.75757575757575
110.1.b Physical Return goods handling,accounting system,genitourinary system,TT-Genitourinary_System-109,0.2653846069861413,72.22222222222221
110.1.b Physical Return goods handling,accounting system,heating system,TT-Heating_system-87,0.2653846069861413,76.66666666666667
110.1.b Physical Return goods handling,accounting system,hematic system symptom,TT-Hematic_System_Symptom-98,0.2653846069861413,52.63157894736842
110.1.b Physical Return goods handling,accounting system,immune system,TT-Immune_System-98,0.2653846069861413,72.41379310344827
110.1.b Physical Return goods handling,accounting system,immune system disease,TT-Immune_System_Disease-94,0.2653846069861413,56.75675675675676
110.1.b Physical Return goods handling,accounting system,immune system symptom,TT-Immune_System_Symptom-98,0.2653846069861413,56.75675675675676
110.1.b Physical Return goods handling,accounting system,lymphatic system,TT-Lymphatic_System-98,0.2653846069861413,62.5
110.1.b Physical Return goods handling,accounting system,lymphatic system symptom,TT-Lymphatic_System_Symptom-98,0.2653846069861413,50.0
110.1.b Physical Return goods handling,accounting system,male genital system,TT-Male_Genital_System-108,0.2653846069861413,71.42857142857143
110.1.b Physical Return goods handling,accounting system,male genital system symptom,TT-Male_Genital_System_Symptom-98,0.2653846069861413,58.139534883720934
110.1.b Physical Return goods handling,accounting system,mental system,TT-Mental_System-109,0.2653846069861413,72.41379310344827
110.1.b Physical Return goods handling,accounting system,metabolic system,TT-Metabolic_System-109,0.2653846069861413,68.75
110.1.b Physical Return goods handling,accounting system,muscular system,TT-Muscular_System-108,0.2653846069861413,67.74193548387096
110.1.b Physical Return goods handling,accounting system,musculoskeletal system,TT-Musculoskeletal_System-109,0.2653846069861413,65.78947368421053
110.1.b Physical Return goods handling,accounting system,musculoskeletal system symptom,TT-Musculoskeletal_System_Symptom-98,0.2653846069861413,54.347826086956516
110.1.b Physical Return goods handling,accounting system,nervous system,TT-Nervous_System-98,0.2653846069861413,70.0
110.1.b Physical Return goods handling,accounting system,nervous system disease,TT-Nervous_System_Disease-94,0.2653846069861413,55.26315789473685
110.1.b Physical Return goods handling,accounting system,nervous system symptom,TT-Nervous_System_Symptom-98,0.2653846069861413,55.26315789473685
110.1.b Physical Return goods handling,accounting system,nutritional system,TT-Nutritional_System-109,0.2653846069861413,70.58823529411765
110.1.b Physical Return goods handling,accounting system,peripheral nervous system,TT-Peripheral_Nervous_System-92,0.2653846069861413,53.65853658536586
110.1.b Physical Return goods handling,accounting system,peripheral nervous system disease,TT-Peripheral_Nervous_System_Disease-94,0.2653846069861413,44.89795918367347
110.1.b Physical Return goods handling,accounting system,respiratory system,TT-Respiratory_System-120,0.2653846069861413,58.82352941176471
110.1.b Physical Return goods handling,accounting system,respiratory system disease,TT-Respiratory_System_Disease-94,0.2653846069861413,47.61904761904761
110.1.b Physical Return goods handling,accounting system,respiratory system symptom,TT-Respiratory_System_Symptom-98,0.2653846069861413,47.61904761904761
110.1.b Physical Return goods handling,accounting system,reward system,TT-Reward_System-13,0.2653846069861413,58.620689655172406
110.1.b Physical Return goods handling,accounting system,sceletal system,TT-Sceletal_System-108,0.2653846069861413,74.19354838709677
110.1.b Physical Return goods handling,accounting system,sensory system disease,TT-Sensory_System_Disease-94,0.2653846069861413,52.63157894736842
110.1.b Physical Return goods handling,accounting system,skin system,TT-Skin_System-109,0.2653846069861413,70.37037037037037
110.1.b Physical Return goods handling,accounting system,solar thermal energy system,TT-Solar_Thermal_Energy_System-32,0.2653846069861413,53.48837209302325
110.1.b Physical Return goods handling,accounting system,solar thermal energy system components,TT-Solar_Thermal_Energy_System_Components-32,0.2653846069861413,42.592592592592595
110.1.b Physical Return goods handling,accounting system,solar thermal energy system integration,TT-Solar_Thermal_Energy_System_Integration-32,0.2653846069861413,41.81818181818181
110.1.b Physical Return goods handling,accounting system,solar thermal energy system sizing,TT-Solar_Thermal_Energy_System_Sizing-32,0.2653846069861413,46.0
110.1.b Physical Return goods handling,accounting system,system accounts with easily guessed passwords,TT-System_accounts_with_easily_guessed_passwords-11,0.2653846069861413,45.90163934426229
110.1.b Physical Return goods handling,accounting system,system architecture,AF-System_Architecture-135,0.2653846069861413,31.428571428571427
110.1.b Physical Return goods handling,accounting system,system development,TT-Rendszerfejlesztés-142,0.2653846069861413,32.35294117647059
110.1.b Physical Return goods handling,accounting system,system development approach,TT-Rendszerfejlesztés_módszerei-142,0.2653846069861413,25.581395348837212
110.1.b Physical Return goods handling,accounting system,system implementation,TT-Rendszer_üzembe_helyezése-142,0.2653846069861413,29.72972972972973
110.1.b Physical Return goods handling,accounting system,system implementation difficulties,TT-System_Implenetation_Difficulties-140,0.2653846069861413,22.0
110.1.b Physical Return goods handling,accounting system,system integration,TT-System_Integration-140,0.2653846069861413,32.35294117647059
110.1.b Physical Return goods handling,accounting system,system integration strategies,TT-System_Integration_Strategies-140,0.2653846069861413,24.444444444444443
110.1.b Physical Return goods handling,accounting system,system tuning,TT-System_Tuning-140,0.2653846069861413,37.93103448275862
110.1.b Physical Return goods handling,accounting system,urinary system disease,TT-Urinary_System_Disease-92,0.2653846069861413,55.26315789473685
110.1.b Physical Return goods handling,accounting system,urinary system symptom,TT-Urinary_System_Symptom-98,0.2653846069861413,55.26315789473685
110.1.b Physical Return goods handling,accounting system,vestibular system,TT-Vestibular_System-109,0.2653846069861413,66.66666666666666
110.1.b Physical Return goods handling,different variety code,different tanks for solar heating and backup,TT-Different_Tanks_for_Solar_Heating_and_Backup-32,0.42264973081037427,56.92307692307692
110.1.b Physical Return goods handling,different variety code,international code of signals,TT-International_code_of_signals-68,0.42264973081037427,46.0
110.1.b Physical Return goods handling,initial document,kic initial designation,TT-Initial_Designation_of_EIT-28,0.4078394186216715,65.78947368421053
110.1.b Physical Return goods handling,movement type,free movement of manpower,TT-Free_movement_of_Manpower-126,0.43131913931639876,62.16216216216216
110.1.b Physical Return goods handling,movement type,movement,TT-Movement-94,0.22456729381236962,75.0
110.1.b Physical Return goods handling,product balance,fluid balance,AF-Fluid_Balance-91,0.13825885198970767,77.77777777777779
110.1.b Physical Return goods handling,technical problem,define problem areas,TT-Problématerületek_meghatározása-141,0.21143070947145648,63.888888888888886
110.1.b Physical Return goods handling,technical problem,environmental problem,TT-Környezeti_probléma-143,0.4216851323550963,67.56756756756756
110.1.b Physical Return goods handling,technical problem,problem,TT-Problem-17,0.21143070947145648,56.52173913043478
110.1.b Physical Return goods handling,technical problem,problem definition,TT-Problémadefiniálás-141,0.4583144105905307,38.23529411764706
110.1.b Physical Return goods handling,technical problem,problem solving,TT-Problem_solving-33,0.21143070947145648,41.935483870967744
110.1.b Physical Return goods handling,technical problem,semi-structured problem,TT-Semi_structured_Problem-17,0.4583144105905307,64.1025641025641
110.1.b Physical Return goods handling,technical problem,structured problem,TT-Structured_Problem-17,0.21143070947145648,58.82352941176471
110.1.b Physical Return goods handling,technical problem,unstructured problem,TT-Unstructured_Problem-17,0.21143070947145648,55.55555555555556
110.2. Off-spec product management,basic requirement,basic hospital care,TT-Basic_Hospital_Care-94,0.1841818156203312,60.0
110.2. Off-spec product management,delivering organisation,delivering in the supply chain,TT-Deliver_in_SCM-124,0.5290208428745644,57.692307692307686
110.2. Off-spec product management,group guideline qc_1 quality control group guideline,guideline,AF-Guideline-140,0.33373467569048965,28.333333333333332
110.2. Off-spec product management,local regulation,regulation of chemical materials,TT-Vegyi_anyagok_szabályozása-143,0.22980410628710202,40.42553191489361
110.2. Off-spec product management,local regulation,safety regulation,TT-Safety_Regulation-5,0.49924898768797676,78.125
110.2. Off-spec product management,off-spec product,spin-off,TT-Spin_off-26,0.3393531682201498,21.73913043478261
110.2. Off-spec product management,on-spec product,directions on taking food samples,TT-Directions_on_Taking_Food_Samples-28,0.29135054635245694,36.17021276595745
110.2. Off-spec product management,on-spec product,on-the-job training,TT-On_the_job_Training-13,0.4989091658416803,60.60606060606061
110.2. Off-spec product management,product quality,document-quality analyst,AF-Document-quality_Analyst-135,0.4306341304219997,60.526315789473685
110.2. Off-spec product management,product quality,quality assurance,TT-Minőségbiztosítás-142,0.20501346628481265,41.935483870967744
110.2. Off-spec product management,product quality,quality assurance committee,TT-Quality_ansurance_commettee-126,0.20501346628481265,31.70731707317073
110.2. Off-spec product management,product quality,quality assurance practices,TT-Quality_Assurance_Practices-140,0.20501346628481265,31.70731707317073
110.2. Off-spec product management,product quality,quality control,TT-Minőségellenőrzés-142,0.4353573065062696,44.827586206896555
110.2. Off-spec product management,product quality,quality requirements formulation,TT-Quality_Requirements_Formulation-140,0.20501346628481265,28.26086956521739
110.2. Off-spec product management,product quality,radioanalytical quality control program,TT-Radioanalytical_Quality_Control_Program-28,0.4353573065062696,45.28301886792453
110.2. Off-spec product management,protocol electronic application,application layer protocol,TT-Application_Layer_Protocol-11,0.22026371600992767,37.5
110.2. Off-spec product management,protocol electronic application,electronic business,TT-E-business-142,0.5062703958196215,61.224489795918366
110.2. Off-spec product management,protocol electronic application,electronic commerce,TT-Electronic_Commerce-16,0.373891920328963,59.183673469387756
110.2. Off-spec product management,protocol electronic application,electronic commerce abc,TT-Electronic_Commerce_ABC-16,0.373891920328963,60.37735849056604
110.2. Off-spec product management,protocol electronic application,electronic process integration,TT-Electronic_Process_Integration-17,0.481228751228827,63.33333333333333
110.2. Off-spec product management,protocol electronic application,electronic process integration model,TT-Electronic_Process_Integration_Model-17,0.481228751228827,57.57575757575758
110.2. Off-spec product management,protocol electronic application,external electronic interfaces supporting scm,TT-External_electronic_interfaces_supporting_SCM-124,0.373891920328963,58.666666666666664
110.2. Off-spec product management,responsible manager,project manager,TT-Project_manager-126,0.2881395558838231,63.63636363636363
120. Reporting,business activity,activity planning,TT-Activity_Planning-127,0.5097886684816255,45.45454545454545
120. Reporting,business activity,document-based activity,TT-Document-based_Activity-135,0.5618145456917092,71.7948717948718
120. Reporting,business activity,kic complementary activity (kca),TT-KIC_Complementary_Activity__KCA_-26,0.24390396964097683,52.083333333333336
120. Reporting,outcome major agreement,outcome,AF-Outcome-127,0.3778601342619795,44.827586206896555
120. Reporting,progress break,progress report,AF-Progress_Report-126,0.41958624558303514,82.14285714285714
120. Reporting,reporting system,ad hoc reporting,TT-Ad_hoc_Reporting-17,0.3966720137274191,54.83870967741935
120. Reporting,reporting system,assessment of reporting in eit,TT-Assessment_of_Reporting_in_EIT-26,0.5341311809707704,57.77777777777777
120. Reporting,reporting system,reporting,TT-project_reporting-126,0.20755126527494405,70.83333333333334
120. Reporting,reporting system,reporting by kic,TT-Reporting_by_KIC-26,0.20755126527494405,83.87096774193549
120. Reporting,reporting system,reporting objective,TT-Reporting_Objective-127,0.20755126527494405,76.47058823529412
120. Reporting,rmd major meeting obligation,coordination meeting,TT-Coordination_meeting-126,0.48612347093784847,44.680851063829785
120. Reporting,significant claim event,event process,TT-ebest_cf_event_process-126,0.5308621301393615,25.71428571428571
120. Reporting,significant claim event,event tourism,TT-Event_tourism-86,0.43379473805617874,25.71428571428571
120. Reporting,significant claim event,insurance event,AF-Insurance_Event-55,0.43379473805617874,67.56756756756756
120. Reporting,significant claim event,value at the time of claim event,AF-Value_at_the_Time_of_Claim_Event-55,0.3917416072921355,57.407407407407405
120. Reporting,terminal extraordinary event deviation management kpi,core kpi of kics,TT-Core_KPI_of_KICs-26,0.5632397286096045,20.588235294117645
Acceptance/transfer in tank,actual value,kic added value activities (kava),TT-KIC_Added_Value_Activities__KAVA_-26,0.24887539776713663,43.18181818181818
Acceptance/transfer in tank,actual value,residual value,AF-Residual_Value-55,0.24887539776713663,80.0
Acceptance/transfer in tank,actual value,value driven business modell,TT-Value_Driven_Business_Modell-36,0.4076862053186965,23.076923076923077
Acceptance/transfer in tank,actual value,value of solar radiation,TT-Value_of_Solar_Radiation-25,0.24887539776713663,25.71428571428571
Acceptance/transfer in tank,actual value,value propositions,TT-Value_Propositions-37,0.24887539776713663,31.03448275862069
Acceptance/transfer in tank,average temperature,body temperature monitoring,TT-Body_Temperature_Observation-118,0.21143070947145648,60.0
Acceptance/transfer in tank,average temperature,cold water temperature,TT-Cold_Water_Temperature-32,0.21143070947145648,75.0
Acceptance/transfer in tank,average temperature,deposit temperature,TT-Deposit_Temperature-32,0.21143070947145648,81.08108108108108
Acceptance/transfer in tank,delivery purpose,purpose,AF-Purpose-127,0.20564059807828616,59.09090909090909
Acceptance/transfer in tank,measuring data,measuring each kic,TT-Measuring_each_KIC-28,0.20756542253068855,77.41935483870968
Acceptance/transfer in tank,normal operating,network operating system,TT-Network_Operating_System-11,0.6044608503598133,66.66666666666666
Acceptance/transfer in tank,normal operating,network operating system weakness,TT-Network_Operating_System_Weakness-11,0.6044608503598133,54.166666666666664
Acceptance/transfer in tank,normal operating,operating system,TT-Operating_System-61,0.475414072461134,54.83870967741935
Acceptance/transfer in tank,normal operating,router operating system,TT-Router_Operating_System-11,0.475414072461134,63.1578947368421
Acceptance/transfer in tank,product level,level of consciousness,TT-Level_of_Consciousness-92,0.24055002569280115,26.47058823529412
Acceptance/transfer in tank,tank product,digital product,AF-Digital_Product-17,0.3051472880742112,76.92307692307693
Acceptance/transfer in tank,tank product,insurance product,TT-Insurance_Product-55,0.3051472880742112,75.0
Acceptance/transfer in tank,tank product,product,TT-Product-78,0.3051472880742112,72.22222222222221
Acceptance/transfer in tank,tank product,product construction,TT-Product_construction-118,0.3051472880742112,41.935483870967744
Acceptance/transfer in tank,tank product,product documentation,AF-Product_Documentation-127,0.3051472880742112,40.625
Acceptance/transfer in tank,tank product,product durability,AF-Product_Durability-113,0.3051472880742112,44.827586206896555
Acceptance/transfer in tank,tank product,product energy efficiency,AF-Energy_Saving_Product-118,0.3051472880742112,36.11111111111111
Acceptance/transfer in tank,tank product,product ergonomics,AF-Ergonomics-118,0.3051472880742112,44.827586206896555
Acceptance/transfer in tank,tank product,product maintainability,AF-Product_Maintainability-118,0.3051472880742112,38.23529411764706
Acceptance/transfer in tank,tank product,product strategy,TT-Product_Strategy-118,0.3051472880742112,48.148148148148145
Acceptance/transfer in tank,tank product,product structure records,AF-product_structure_records-124,0.3051472880742112,36.11111111111111
Acceptance/transfer in tank,tank product,product usability,AF-Product_Usability-118,0.3051472880742112,46.42857142857143
Acceptance/transfer in tank,tank product,tourism product,TT-Tourism_product-86,0.3051472880742112,76.92307692307693
Calculating necessary transportation capacity,business plan forecasted volume,forecasted volume,TT-Forecasted_Volume-1,0.27876897859769056,70.2127659574468
Calculating necessary transportation capacity,historical performance indicator,process attribute indicator,TT-Process_Attribute_Indicator-127,0.5082425958296983,60.3448275862069
Calculating necessary transportation capacity,historical performance indicator,process performace indicator,TT-Process_Performace_Indicator-127,0.5082425958296983,77.96610169491525
Calculating necessary transportation capacity,historical performance indicator,strategic performance indicator,TT-Strategic_Performance_Indicator-17,0.17773237940979492,85.48387096774194
Calculating necessary transportation capacity,received business plan,assessment of kic business plan,TT-Assessment_of_KIC_Business_Plan-26,0.40465247458790254,69.23076923076923
Calculating necessary transportation capacity,received business plan,previous year business plan implementation by kic,TT-Previous_Year_Business_Plan_Implementation_by_KIC-26,0.36973277977064356,51.42857142857142
Checking loading conditions  - Train,export load limitation,export,TT-Export-126,0.43880446143363094,40.74074074074074
Checking loading conditions  - Train,loading instruction,deployment instruction,AF-Deployment_Instruction-127,0.20221938353597047,82.5
Checking loading conditions  - Train,loading operation,kic operation,TT-KIC_Operation-28,0.2333452875654125,79.3103448275862
Checking loading conditions  - Train,loading operation,tourism operation,TT-Tourism_operation-88,0.2333452875654125,84.84848484848484
Checking loading conditions  - Train,loading permit instruction application,loading permit,TT-Loading_Permit-1,0.31736427456296146,52.94117647058824
Checking loading conditions  - Train,order identification,event identification,TT-Event_identification-127,0.4531575495968081,87.17948717948718
Checking loading conditions  - Train,order identification,identification of components,TT-Identification_of_Components-25,0.20989273916101514,57.446808510638306
Checking loading conditions  - Train,order identification,job identification,TT-Job_Identification-13,0.20989273916101514,86.48648648648648
Checking loading conditions  - Train,process control software,application software ,TT-Software_Application-90,0.47913092252433553,68.18181818181817
Checking loading conditions  - Train,process control software,application software function,TT-Application_Software_Function-17,0.5618515812191882,57.692307692307686
Checking loading conditions  - Train,process control software,process control attribute,AF-Process_Control_Attribute-127,0.2854674295234946,81.25
Checking loading conditions  - Train,process control software,project management software,TT-Project_Management_Software-126,0.46016311857220094,72.0
Checking loading conditions  - Train,process control software,software,TT-Szoftver-141,0.3003978232393514,48.38709677419355
Checking loading conditions  - Train,process control software,software architecture,TT-Software_Architecture-61,0.3003978232393514,34.090909090909086
Checking loading conditions  - Train,process control software,software engineering,TT-Software_Engineering-61,0.3003978232393514,34.883720930232556
Checking loading conditions  - Train,process control software,software quality assurance,TT-Software_Quality_Assurance-135,0.4392145829401424,30.612244897959183
Checking loading conditions  - Train,process control software,system software,TT-System_software-61,0.4667383331242392,63.1578947368421
Checking loading conditions  - Train,railway car,railway tank car,TT-Railway_Tank_Car-1,0.10073786638951843,80.76923076923077
Checking loading conditions  - Train,shift supervisor dispatcher,dispatcher,TT-Dispatcher-1,0.41724061007203295,52.77777777777778
Checking loading conditions  - Train,tank,expansion tank integration,TT-expansion_Tank_Integration-23,0.0,24.137931034482758
